English,Turkish
xenical,ksenik
computerworld,bilgisayar Dünyası
gaza,Gazze
influenza,grip
gill,solungaç
tattoos,dövmeler
rude,kaba
sang,şarkı söyledi
steele,steele
citing,anmak
viewpoint,bakış açısı
peptide,peptit
nay,namik
sweatshirt,Kazak
hassle,güçlük
regents,regentler
servants,hizmetçiler
meanings,anlam
conception,gebe kalma
unemployed,işsiz
heavenly,göksel
gn,gn
exeter,Exeter
docket,iş listesi
amusement,eğlence
dll,dll
elsevier,eleme
nordic,İskandinav
middlesex,middlesex
curl,kıvrılmak
privat,müstehcen
albanian,Arnavut
overflow,taşmak
geometric,geometrik
hastings,Hastings
subsidies,sübvansiyonlar
taxonomy,taksonomi
thirds,üçüncüsü
deli,Şarküteri
willingness,istekli olma
intern,Stajyer
implicit,örtük
nsf,NSF
patriotic,vatansever
simplify,basitleştirmek
darling,Canım
schwartz,Schwartz
satan,Şeytan
ornaments,süsler
oppose,karşı çıkmak
sata,SATA
terrific,müthiş
xxxx,xxxx
megan,Megan
allergies,alerjiler
definite,kesin
bangalore,Bangalore
congregation,cemaat
regiment,alay
cheer,tezahürat etmek
everett,Everett
reviewers,hakem
clutter,dağınıklık
misleading,yanıltıcı
marty,kantal
predator,yırtıcı kimse
vine,asma
vale,vahşi
whereby,vasıtasıyla
deceased,merhum
sparks,kıvılcım
xlibs,XLIBS
belgian,Belçikalı
adolescents,ergenler
djs,DJ'ler
simpler,daha basit
captures,yakalar
coventry,coventry
capitalism,kapitalizm
hancock,hankock
falkland,Falkland
clamp,kelepçe
cur,cur
pricegrabber,Pricegrabber
mammals,memeliler
grape,üzüm
cloning,klonlama
args,args
madden,delirtmek
russ,Russ
peppers,biberler
deeds,tapular
lively,canlı
inequality,eşitsizlik
smugmug,kabarcık
educator,eğitimci
premature,erken
visually,görsel olarak
tripod,tripod
immigrant,göçmen
alright,Tamam
laguna,laguna
limo,limuzin
demonstrations,gösteriler
obsolete,modası geçmiş
aligned,hizalı
rust,pas
lon,lon
pesticide,pestisit
interfere,müdahale etmek
traps,tuzak
shuffle,Karıştır
wardrobe,giysi dolabı
vin,vin
transformers,transformatörler
successes,başarılar
racer,yarışçı
fabrication,yapılışı
guilt,suç
sweep,süpürmek
nash,nash
exploited,sömürülen
avid,hırslı
outpatient,ayakta tedavi gören
bladder,mesane
lam,lam
inflammatory,iltihaplı
iss,ISS
immunity,dokunulmazlık
encrypted,şifrelenmiş
bets,bahisler
wholesalers,toptancı
doyle,doyurucu
ducks,ördekler
coldfusion,soğuk füzyon
dcr,DCR
shooter,atıcı
switchboard,santral
paints,boyalar
vince,Vince
neighbourhood,komşu
cheating,hile
carr,cerrah
fade,solmak
fluorescent,floresan
tastes,tadı
cookware,tencere
storms,fırtınalar
lavigne,lavigne
param,param
smiled,gülümsedi
jurisdictions,yargı yetkileri
scrutiny,inceleme
regeneration,yenileme
lunar,ay YILDIZI
differentiation,farklılaşma
shields,kalkanlar
environmentally,çevre olarak
nonsense,anlamsız
invented,icat edilmiş
gradient,eğim
ncbi,NCBI
inserts,ekler
kvm,KVM
elaine,Elaine
programmable,programlanabilir
posed,pozlanmış
subjected,denenmiş
tasting,tatma
bibtex,bibtex
chemotherapy,kemoterapi
gwen,Gwen
mob,mafya
expose,ortaya çıkarmak
borrowing,borçlanma
arises,ortaya çıkıyor
imf,IMF
vr,VR
precautions,önlemler
branded,markalı
dysfunction,işlev bozukluğu
manning,Manning
lisbon,Lizbon
forks,çatal
monk,rahip
boxer,boksör
shining,parlıyor
livejournal,LiveJournal
diazepam,diazepam
weigh,tartmak
rodeo,rodeo
clerical,büro
voyager,gezici
hobart,Hobart
sampler,örnekleyici
moose,geyik
jovi,Jovi
timetable,masa saati
dorset,dorset
corrosion,aşınma
positioned,konumlandırılmış
checker,dama
buenos,buenos
workstations,iş istasyonları
conscience,vicdan
crush,ezmek
cathy,Cathy
mystic,mistik
solicitation,isteme
darren,Darren
cmp,CMP
rectangular,dikdörtgen
fischer,Fischer
pooh,pooh
enthusiast,meraklı
udp,UDP
positively,olumlu olarak
sts,sts
shaping,şekillendirme
ich,ich
afghan,Afgan
inspire,ilham vermek
paulo,Paulo
torn,yırtılmış
meantime,Bu arada
pumping,pompalama
patented,patentli
revival,canlanma
disappear,yok olmak
lever,kaldıraç
redundant,gereksiz
regency,Regency
milfseeker,Milfseeker
tasty,lezzetli
sbc,SBC
midland,Midland
gag,gaga
synchronization,senkronizasyon
mccarthy,McCarthy
informatics,bilişim
oakley,Oakley
heck,kahrolası
rants,rantlar
tarot,tarot
didrex,Didrex
brenda,Brenda
civilians,siviller
bark,havlamak
carts,arabalar
wasted,heba olmuş
purdue,purdue
cocoa,kakao
invites,davet etmek
cushion,minder
reversed,ters
lynx,Lynx
goa,goa
figurines,figürinler
footer,altbilgi
maternal,anne
specimen,örnek
jedi,Jedi
seamless,kesintisiz
ancestors,atalar
panther,Panter
mixes,karışım
graves,mezarlar
branding,marka
ghetto,Getto
thr,thr
examiner,denetçi
vineyard,üzüm bağı
meadow,çayır
panty,külot
feeder,besleyici
mercer,cıvap
roms,Romlar
goodman,iyi adam
listener,dinleyici
subunit,alt birim
chloride,klorür
awaiting,bekleyen
kane,kane
becker,Becker
aires,Aires
bulls,boğaz
orion,Orion
commercials,reklam
councillor,meclis üyesi
regulators,düzenleyiciler
hurry,acele etmek
influential,etkili
clarkson,Clarkson
carlson,Carlson
yy,YY
beneficiary,yararlanıcı
benchmarks,ölçüt
hanson,Hanson
ug,ug
offspring,yavru
emi,EMI
panorama,panorama
retrieving,alım
roth,roth
odor,koku
demanded,istenen
reactor,reaktör
kiribati,Kiribati
wastes,atıklar
telnet,telnet
clash,çarpışma
biker,bisikletçi
fidelity,sadakat
parked,park edilmiş
sis,sis
financials,finansal maddeler
castro,Castro
flew,uçtu
peanut,fıstık
holden,homurdanan kimse
ale,ale
sem,SEM
converters,dönüştürücüler
nauru,Nauru
rhapsody,rapsodi
trumpet,trompet
solitaire,Solitaire
decreasing,azalan
freezing,donmak
kaiser,Kaiser
dishwasher,bulaşık makinesi
rcs,RCS
wallis,Wallis
criminals,suçlular
neurons,nöronlar
ios,iOS
retire,emekli olmak
rumors,söylentiler
accomplishments,başarılar
emergence,ortaya çıkma
feminist,feminist
theatres,tiyatrolar
apex,tepe
crimson,kıpkırmızı
compassion,merhamet
yds,YDS
needing,ihtiyacı olan
twentieth,yirminci
ive,Ya sahibim
ecosystems,ekosistemler
pronounced,belirgin
extensively,kapsamlı bir şekilde
stain,lekelemek
conrad,Conrad
wished,dilek
transient,geçici
kicked,atılmış
coloring,boyama
curb,zapt etmek
gadget,alet
cctv,CCTV
leukemia,lösemi
reign,saltanat
trivial,önemsiz
deco,dejo
ticker,tiksinmek
coke,kola
habitats,habitat
clauses,maddeleri
baron,baron
remover,kaldırma
sensible,mantıklı
unlawful,yasadışı
bates,bates
incorporates,birleştirir
brasil,brezik
webs,ağlar
swinging,sallanan
accountable,sorumlu
thrust,itme
proving,kanıtlama
unicode,tek model
opposing,karşı
prod,işlemek
novice,acemi
spreadsheet,e -tablo
hewitt,Hewitt
lowering,alçaltma
dei,Dei
delightful,keyifli
cane,baston
cruising,seyir
fury,öfke
personalities,kişilikler
discography,Diskografi
stiff,katı
todo,yapmak
encoded,kodlanmış
researching,araştırma
noah,Nuh
wore,yıpranmış
christchurch,Christchurch
pediatrics,pediatri
traces,izler
rabbi,haham
sushi,Suşi
puffy,kabarık
asap,en kısa zamanda
weston,Weston
headings,başlıklar
enthusiasts,meraklılar
ridiculous,saçma
scattering,saçılma
secretaries,sekreterler
onsite,yerinde
mapquest,harita
contracted,sözleşmeli
elbow,dirsek
fights,kavgalar
deleting,silme
compilations,derleme
therapists,terapistler
appealing,çekici
scholarly,akademik
detailing,detaylandırma
stark,küstah
lifestyles,yaşam tarzları
roberto,Roberto
dst,DST
strongest,en güçlü
hammond,Hammond
swimwear,mayo
padded,yastıklı
applet,uyuşturucu
pricetool,priceool
circa,dolaylı
revise,tekrar düzeltme yapmak
contributes,katkıda bulunur
threesomes,üçlü
surroundings,çevre
proficiency,yeterlik
quinn,quinn
uranium,uranyum
honours,onur
consolidate,birleştirmek
daniels,Daniels
billions,milyarlar
hut,kulübe
daewoo,Daewoo
antigen,antijen
ultrasound,ultrason
stafford,Stafford
mgmt,mgmt
procedural,prosedürel
labrador,Labrador
refusal,reddetme
lima,Lima
suppression,Bastırma
weaver,dokumacı
cern,çiğneme
readiness,hazırlık
secular,laik
macros,makrolar
majesty,ihtişam
msa,MSA
fishery,balıkçılık
teresa,Teresa
distributing,dağıtım
estimating,tahmin
outdated,modası geçmiş
aussie,Aussie
advisories,danışmanlar
dues,aidat
pewter,kalaylı
lendingtree,Ölçü
belmont,Belmont
distress,sıkıntı
pumpkin,kabak
notably,özel olarak
intends,niyetleri
trevor,trevor
homosexual,eşcinsel
garment,giysi
acad,akadem
bilingual,iki dilli
barbecue,Barbekü
localization,yerelleştirme
supplying,tedarik
secondly,ikincisi
razor,Ustura
cough,öksürük
cerebral,serebral
grandma,büyükanne
customization,özelleştirme
gigs,konser
indexing,indeksleme
lori,Lori
oceans,okyanus
displacement,yer değiştirme
spacecraft,uzay aracı
ivoire,ivil
backwards,geriye doğru
arrows,oklar
volunteering,gönüllülük
montserrat,Montserrat
telecommunication,telekomünikasyon
presumably,muhtemelen
coatings,kaplamalar
eureka,Eureka
plea,savunma
constructive,yapıcı
bundles,Paketler
pcb,PCB
sdk,SDK
tibet,Tibet
preparedness,hazırlık
pres,pres
isles,ada
stretching,germe
ovens,fırın
systemic,sistemik
garrett,Garrett
esther,Esther
playoffs,playofflar
abundant,bolluk
deductible,düşülebilir
adaptors,adaptörler
priests,rahipler
accompany,eşlik etmek
compares,Karşılaştırır
forecasting,tahmini
hesitate,tereddüt etmek
inspiring,ilham verici
specialize,uzmanlaşmak
prey,kurban
deposition,biriktirme
drm,DRM
laurie,Laurie
tas,Tas
zodiac,zodyak
pavement,kaldırım
enya,enya
masterbation,usta
tubing,boru
keller,Keller
pedestrian,yaya
fencing,çit
bloomington,Bloomington
artery,arter
conditioner,Saç Kremi
plaintiffs,davacılar
inlet,giriş
rub,ovmak
violate,ihlal etmek
stimulate,canlandırmak
realise,fark etmek
fluids,sıvılar
conveniently,uygun olarak
lick,yalamak
vanessa,Vanessa
gov,gov
stealth,gizli
nucleotide,nükleotit
ter,ter
ness,ness
bronx,bronks
listmania,Listmanya
repayment,geri ödeme
middot,middot
netgear,netgear
canopy,kanopi
gloss,parlaklık
panda,panda
crc,CRC
whip,kırbaçlamak
symbian,simbiyan
porch,sundurma
pertinent,ilgili
lifelong,ömür boyu
emailed,e -postayla gönderilmiş
promoter,destekçi
chf,CHF
collegiate,kolej
constants,sabitler
construed,yorumlu
interchange,değişim
remotely,uzaktan
clr,CLR
fletcher,Fletcher
concise,Özlü
isuzu,Isuzu
fibers,lifler
handful,avuç
brains,beyin
curtains,perdeler
eaten,yenilmiş
indigo,indigo
retaining,tutma
kelley,Kelley
autobiography,otobiyografi
conditioned,şartlı
webring,Getirdik
prohibition,yasak
motions,hareketler
redirect,yeniden yönlendirmek
interoperability,birlikte çalışabilirlik
msrp,MSRP
tuvalu,tuvalu
shampoo,şampuan
emphasize,vurgu
excite,heyecanlandırmak
rebels,isyancılar
neoplasms,neoplazmlar
artifacts,eserler
believing,inanan
vac,vac
hilarious,gülünç
salisbury,Salisbury
pseudo,sahte
gu,gu
quoting,alıntı yapmak
sinks,lavabo
steep,dik
dinar,dinar
dynasty,hanedan
creed,inanç
carat,karat
nan,nan
microphones,mikrofonlar
nobel,Nobel
raiders,akıncılar
galaxies,galaksiler
spreads,forma
verlag,verlag
elegance,zarafet
volatile,uçucu
pointers,işaretçiler
sensory,duyusal
scrapbook,karalama defteri
dummies,dumanlar
throne,taht
magnesium,magnezyum
pagina,page
kenwood,Kenwood
chartered,Yeminli
slopes,yamaç
socially,sosyal olarak
unfortunate,talihsiz
seized,ele geçirilmiş
roundup,hesabı yuvarlamak
territorial,bölgesel
leases,kira
imac,IMAC
consisted,oluşan
randolph,randolf
faxes,Fakslar
plump,tombul
uss,uss
memoirs,anılar
alkaline,alkalin
expire,süresi dolmak
och,bükmek
wwii,İkinci Dünya Savaşı
midst,ortasında
methyl,metil
campuses,kampüs
borne,doğmuş
forgive,affetmek
ramada,Ramada
competitor,yarışmacı
mansfield,Mansfield
neighbours,komşular
tesco,Tesco
marvin,Marvin
dba,DBA
architectures,mimarlık
conversions,dönüşüm
acdbline,acdbline
usable,kullanılabilir
tempo,tempo
getty,Getty
mutations,mutasyonlar
cdr,CDR
readable,okunabilir
almanac,almanak
conway,conway
ay,ayyaş
gail,gail
msi,MSI
responds,Yanıtlar
denote,belirtmek
slayer,avcı
payne,Payne
prog,prog
firewalls,güvenlik duvarları
tester,test cihazı
polling,oy kullanma
fifa,fifa
purchaser,alıcı
bins,çöp kutusu
relies,güvenir
inserting,ekleme
tibetan,Tibet
prepares,hazırlar
concludes,sonuçlandırıyor
consumables,sarf malzemeleri
waterford,Waterford
rodney,Rodney
cylinders,silindirler
mus,Mus
selects,seçer
fulton,Fulton
directing,yönlendirme
nationality,milliyet
highbeam,yüksek ışın
msdn,MSDN
statistically,istatistiksel olarak
torch,meşale
zurich,Zürih
stretched,gergin
depressed,bunalımlı
mps,Milletvekilleri
encounters,karşılaşmalar
haunted,lanetli
spares,yedek parçalar
symmetry,simetri
agp,AGP
bout,rastlamak
cont,devamı
adverts,reklam
programmed,programlanmış
lohan,Lohan
salons,salonlar
olympia,Olympia
hank,çile
negligence,ihmal
unclear,net olmayan
screened,ekranlı
helper,yardımcı
carlisle,Carlisle
aromatherapy,aromaterapi
rancho,rancho
transferring,aktarma
nederland,Nederland
stockton,Stockton
stepping,basamak
hacks,hileler
clearwater,temiz su
attic,Çatı katı
trustpass,Trustpass
topology,topoloji
appetite,iştah
sensation,duygu
piper,piper
airborne,havaya ait
morality,ahlak
honorable,onurlu
wealthy,zengin
handicap,handikap
skinny,sıska
sewage,kanalizasyon
endowment,bağış
demonstrating,gösteren
antennas,antenler
sundance,Sundance
lifecycle,yaşam döngüsü
dhcp,DHCP
avec,av
trucking,kamyonet
sonoma,sonoma
esta,Esta
defender,savunmacı
amos,amos
iraqis,Iraklılar
shortcut,kısayol
wretch,sefil
sunlight,Güneş ışığı
stems,saplar
racist,ırkçı
wo,Wo
profitability,karlılık
unc,UNC
fairmont,fuar
ventura,ventura
convey,iletmek
ang,ang
evergreen,yaprak dökmeyen
globally,küresel olarak
bearings,rulmanlar
govern,yönetme
feather,tüy
fond,düşkün
sore,yara
aaliyah,Aaliyah
fiat,fiat
reboot,yeniden başlatmak
sixteen,on altı
newsgroup,yeni Grup
blinds,panjur
audiovox,Audiovox
traits,özellikler
tightly,sıkıca
graded,kademeli
phuket,phuket
successor,varis
jf,JF
intrusion,saldırı
sickness,hastalık
guiana,Guyanya
underneath,altında
prohibit,yasaklamak
metabolic,metabolik
noel,Noel
cans,teneke kutu
abused,istismar edilmiş
sarasota,Sarasota
billed,faturalandırılan
lim,lim
avery,Avery
toons,toons
danielle,Danielle
brushes,fırçalar
tenth,onuncu
anthology,antoloji
prosecutor,Savcı
smiles,gülümsemeler
merged,birleşmiş
auditors,denetçiler
grandchildren,torun
exc,hariç
desks,masalar
capsule,kapsül
aided,yardımlı
relied,güvenen
suspend,askıya almak
eternity,sonsuzluk
mesothelioma,mezotelyoma
trafficking,insan ticareti
introductions,tanıtım
weighing,tartma
eff,kehanet
currents,akım
bizjournals,tuhaf
michele,Michele
kk,KK
aide,yardımcı olmak
kindly,nazikçe
cutie,küstah
nes,kehanet
protests,protestolar
sharks,köpekbalıkları
notch,çentik
minors,küçükler
dances,dans
revealing,açıklayıcı
reprinted,yeniden basılmış
fernando,Fernando
mapped,haritalanmış
resurrection,diriliş
lieu,yulaf
decree,kararname
tor,yuva
creampie,krema
seoul,Seoul
printf,baskı
columnist,köşe yazarı
discovering,keşfetme
tuberculosis,tüberküloz
lacks,eksiklik
horizons,ufuklar
transplantation,transplantasyon
jerome,Jerome
daytime,gündüz
elaborate,detaylandırmak
contour,kontur
gamble,kumar
fra,fra
descent,iniş
nwt,NWT
gravel,çakıl
analyse,analiz etmek
rammstein,Rammstein
disturbing,rahatsız edici
judged,yargılanan
shutter,deklanşör
illusion,yanılsama
ambitious,hırslı
scrapbooking,scrapbooking
ole,ole
notorious,kötü şöhretli
ibid,agy
residue,kalıntı
reds,kırmızılar
enlarged,büyütülmüş
stephens,Stephens
transforming,dönüşüm
sequential,ardışık
stripping,sıyırma
uniquely,benzersiz
bart,Bart
assert,iddia etmek
goodies,güzellikler
fluctuations,dalgalanmalar
bowie,Bowie
auth,kimlik belgesi
archaeological,arkeolojik
inspect,incelemek
thrice,üç kez
babylon,Babil
gina,gina
sugababes,sugababes
edison,Edison
casualty,yaralı
rsa,RSA
rcw,RCW
musings,tiksinme
whistler,fıçı
poses,pozlar
airfares,uçak bileti
huntsville,Huntsville
ths,ths
noir,noir
eli,Eli
layouts,düzenler
evan,Evan
servicemagic,hizmetkâr
mushroom,mantar
designate,Tayin etmek
scent,koku
sequel,devam etmek
gymnastics,Jimnastik
titanic,titanik
knob,top
wolves,Kurtlar
exquisite,zarif
herpes,herpes
upward,yukarı
sentenced,mahkum
dundee,Dundee
newsgator,gazeteci
principe,prensip
contractual,sözleşmeye bağlı
acquiring,edinme
judging,yargılamak
unchanged,değişmemiş
kicking,tekme
meg,meg
akron,akron
fines,para cezası
grasp,sıkı sıkı tutmak
streak,rüzgâr gibi geçmek
ounce,ons
thirteen,on üç
bh,bh
tragic,trajik
theodore,Theodore
buena,buena
irrelevant,alakasız
professionally,profesyonelce
liberties,özgürlükler
sounding,ses çıkarma
rebounds,ribauntlar
milano,Milano
compressor,kompresör
toast,kızarmış ekmek
happily,mutlu bir şekilde
hooked,bağlanmış
samantha,Samantha
shrink,çekmek
knox,knox
khz,KHZ
webmail,Web Email
carcinoma,karsinom
taipei,taipei
unesco,UNESCO
mutually,karşılıklı olarak
stance,duruş
aps,APS
kumar,Kumar
beaded,boncuklu
remembering,hatırlama
boca,Boca
exodus,Çıkış
compartment,bölme
gemini,ikizler burcu
kinky,kinli
brittany,Brittany
dove,güvercin
testified,ifade edilmiş
iis,IIS
cunningham,Cunningham
derive,türetmek
affinity,yakınlık
presbyterian,Presbiteryen
supervisory,denetleme
pretend,numara yapmak
ostg,ostg
buddhism,Budizm
kl,KL
amnesty,af
chiropractic,kayropraktik
borrower,borçlu
gloucester,Gloucester
warrants,emir
owens,Owens
fairness,adillik
needles,iğneler
coll,toparlamak
throughput,verim
quota,kota
netbsd,netbsd
discreet,sağduyulu
misplace,yanlış yerleştirmek
versa,tam olarak
imp,ıvır zıvır
oi,oi
serviced,servisli
mack,Mack
pu,pu
sung,söylenir
lowell,Lowell
whichever,hangisi
starr,Starr
elliot,elliot
opener,açıcı
uae,BAE
vaccines,aşılar
chooses,seçer
tuscany,Toskana
jigsaw,jigsaw
jumbo,jumbo
crowded,kalabalık
tickling,gıdıklama
unspecified,belirtilmemiş
wee,çiş
jsp,JSP
turbine,türbin
unreal,gerçek dışı
wounds,yarıklar
percentages,yüzdeler
advisers,danışmanlar
manufactures,üreticiler
physiological,fizyolojik
lett,lett
maths,Matematik
addison,eklemek
charters,tüzük
generalized,genelleştirilmiş
unprecedented,benzeri görülmemiş
probes,problar
frustration,hüsran
flint,çakmaktaşı
dummy,kukla
financially,finansal olarak
awake,uyanmak
sanitation,sanitasyon
americana,Americana
swivel,döner
ally,müttefik
dissolved,çözünmüş
cleanliness,temizlik
complexes,kompleks
kung,kung
varsity,varsity
collectively,toplu olarak
insurer,sigortacı
croatian,Hırvat
inhibition,engelleme
multicast,çok noktaya yayın
certifications,sertifikalar
burnt,yanmış
solidarity,dayanışma
frustrated,hüsrana uğramış
muhammad,Muhammed
alma,alma
pradesh,palavra
ger,gergi
px,px
hanover,Hanover
inverse,ters
clifton,Clifton
holt,holding
isis,ISIS
verdict,karar
nominee,aday
medals,madalyalar
proton,proton
dickinson,Dickinson
christi,Christi
lister,lister
recurring,tekrarlayan
studs,çiviler
allegedly,iddiaya göre
rhetoric,retorik
modifying,değiştirme
incubus,inkübus
kaplan,kaplan
impulse,dürtü
surveyed,ankete katılan
creditors,alacaklılar
dull,sıkıcı
tis,tis
cabins,kabin
commenced,başlamış
ballroom,balo salonu
employing,istihdam
satellites,uydular
ignoring,görmezden gelme
linens,çarşaf
stevenson,Stevenson
coherent,tutarlı
beetle,böcek
converts,Dönüştürür
majestic,görkemli
bicycles,bisiklet
omni,omni
roast,haşlamak
testers,test uzmanları
debuginfo,ayıklama
complainant,şikayetçi
inhibitor,inhibitör
clifford,Clifford
knowledgeable,bilgili
critically,eleştirel olarak
cy,cy
composers,besteciler
localities,Yerellikler
owe,sahip olmak
jimi,Jimi
